,user_id,number_of_cards,outstanding,credit_limit,bill,total_cash_usage,total_retail_usage,remaining_bill,branch_code,payment_ratio,overlimit_percentage,payment_ratio_3month,payment_ratio_6month,delinquency_score,default_flag,years_since_card_issuing,total_usage,remaining_bill_per_number_of_cards,remaining_bill_per_limit,total_usage_per_limit,total_3mo_usage_per_limit,total_6mo_usage_per_limit,utilization_3month,utilization_6month
1264,2281.0,2.0,776115.0,3000000.0,544000.0,0.0,686068.0,0.0,A,100.0,0.0,91.1,41.6,0.0,0.0,5.67,686068.0,0.0,0.0,0.22899999999999998,0.14300000000000002,0.17,0.16699999999999998,0.12300000000000001
1266,2285.0,2.0,2444737.0,3000000.0,2142650.0,0.0,11215.0,2457471.0,A,10.1,0.0,10.3,14.6,0.0,0.0,3.25,11215.0,1228736.0,0.8190000000000001,0.00374,0.0833,0.0,0.757,0.753
1267,2286.0,2.0,763367.0,10000000.0,393757.0,0.0,659700.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,1.58,659700.0,0.0,0.0,0.066,0.127,0.231,0.0974,0.1
1268,2287.0,4.0,4464542.0,7000000.0,3845518.0,0.0,1144442.0,4541060.0,A,0.0,0.0,75.0,100.0,0.0,0.0,12.0,1144442.0,1135265.0,0.649,0.163,0.252,0.23600000000000002,0.504,0.502
1270,2302.0,3.0,2865545.0,30000000.0,2545274.0,0.0,641020.0,0.0,A,101.0,0.0,99.0,49.9,0.0,0.0,2.42,641020.0,0.0,0.0,0.0214,0.0425,0.0381,0.11900000000000001,0.413
1271,2303.0,2.0,3462205.0,3000000.0,882994.0,0.0,272328.0,2365566.0,A,60.4,14.3,24.7,101.0,0.0,0.0,4.33,272328.0,1182783.0,0.789,0.0908,0.0833,0.522,1.02,1.01
1272,2304.0,3.0,6080629.0,7000000.0,5397721.0,0.0,891950.0,6179082.0,A,24.0,0.0,27.6,42.3,0.0,0.0,12.0,891950.0,2059694.0,0.883,0.127,0.141,0.294,0.7879999999999999,0.794
1274,2307.0,2.0,1023126.0,8000000.0,559273.0,0.0,502000.0,882887.0,A,100.0,0.0,25.0,48.1,0.0,0.0,3.0,502000.0,441444.0,0.11,0.0628,0.0856,0.0152,0.14300000000000002,0.0355
1275,2308.0,2.0,6581960.0,10000000.0,6484529.0,0.0,24777.0,6574958.0,A,0.0,0.0,6.59,14.8,0.0,1.0,0.917,24777.0,3287479.0,0.657,0.00248,0.0,0.18100000000000002,0.64,0.7509999999999999
1276,2312.0,2.0,2024519.0,20000000.0,296045.0,0.0,320424.0,0.0,A,100.0,0.0,116.0,107.0,0.0,0.0,1.67,320424.0,0.0,0.0,0.016,0.0041600000000000005,0.0547,0.10300000000000001,0.161
1277,2314.0,2.0,1411976.0,41000000.0,703682.0,0.0,160668.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,10.8,160668.0,0.0,0.0,0.00392,0.0651,0.163,0.11699999999999999,0.17600000000000002
1278,2315.0,3.0,10393666.0,72000000.0,2123067.0,0.0,501640.0,0.0,A,103.0,0.0,76.1,100.0,0.0,0.0,14.3,501640.0,0.0,0.0,0.0069700000000000005,0.0449,0.0195,0.0838,0.054000000000000006
1281,2318.0,2.0,6054590.0,13000000.0,2272987.0,0.0,3991646.0,0.0,A,99.8,0.0,55.1,100.0,0.0,0.0,3.83,3991646.0,0.0,0.0,0.307,0.21600000000000003,0.133,0.275,0.14400000000000002
1282,2320.0,2.0,5795805.0,11000000.0,5844316.0,0.0,37128.0,5775494.0,A,0.0,0.0,4.45,15.8,0.0,0.0,6.0,37128.0,2887747.0,0.525,0.0033799999999999998,0.0282,0.0635,0.555,0.6659999999999999
1284,2322.0,4.0,9534837.0,8000000.0,6369596.0,0.0,23268.0,6697809.0,A,0.0,14.0,76.2,131.0,0.0,1.0,4.67,23268.0,1674452.0,0.8370000000000001,0.0029100000000000003,0.17600000000000002,0.6409999999999999,1.19,1.17
1285,2328.0,3.0,4945788.0,5000000.0,4941856.0,0.0,274049.0,4709716.0,A,17.6,0.0,29.0,30.0,0.0,0.0,8.58,274049.0,1569905.0,0.9420000000000001,0.0548,0.21100000000000002,0.348,0.968,0.9279999999999999
1286,2329.0,2.0,1019201.0,7000000.0,43501.0,0.0,1096264.0,0.0,A,11572.0,0.0,17120.0,47.2,0.0,0.0,8.75,1096264.0,0.0,0.0,0.157,1.5,2.31,0.105,1.66
1287,2330.0,2.0,9710961.0,9000000.0,3988294.0,0.0,45500.0,8094654.0,A,33.0,0.59,32.4,103.0,0.0,0.0,9.33,45500.0,4047327.0,0.899,0.00506,0.29100000000000004,0.313,0.9470000000000001,0.28800000000000003
1288,2331.0,3.0,20187013.0,18000000.0,20000000.0,0.0,9000000.0,20081277.0,A,30.0,15.7,10.2,6.76,0.0,1.0,11.8,9000000.0,6693759.0,1.12,0.5,0.153,0.0678,1.01,0.958
1289,2335.0,2.0,1954189.0,20000000.0,875099.0,0.0,1040601.0,0.0,A,100.0,0.0,92.9,50.8,0.0,0.0,3.25,1040601.0,0.0,0.0,0.052000000000000005,0.0526,0.833,0.11,0.7190000000000001
1291,2339.0,2.0,13634044.0,20000000.0,381000.0,0.0,10735576.0,11250000.0,A,99.5,0.0,75.0,55.7,0.0,0.0,2.75,10735576.0,5625000.0,0.562,0.537,0.135,0.26899999999999996,0.5670000000000001,0.34700000000000003
1293,2342.0,3.0,1416698.0,59000000.0,319067.0,0.0,91001.0,1032481.0,A,10.2,0.0,25.8,34.9,0.0,0.0,18.5,91001.0,344160.0,0.0175,0.0015400000000000001,0.0014199999999999998,0.0205,0.0351,0.0547
1294,2343.0,3.0,10126360.0,9000000.0,8607886.0,0.0,639212.0,0.0,A,200.0,17.2,93.9,101.0,0.0,0.0,13.2,639212.0,0.0,0.0,0.071,0.562,0.397,0.899,0.6629999999999999
1295,2344.0,2.0,127546.0,12000000.0,79292.0,0.0,55000.0,127084.0,A,100.0,0.0,100.0,100.0,0.0,0.0,3.58,55000.0,63542.0,0.0106,0.00458,0.0028,0.12300000000000001,0.0894,0.248
1296,2345.0,4.0,26677382.0,27000000.0,20747494.0,0.0,20129998.0,0.0,A,100.0,9.33,37.5,81.7,0.0,0.0,11.9,20129998.0,0.0,0.0,0.746,0.467,0.49700000000000005,0.7979999999999999,0.843
1297,2346.0,2.0,2645475.0,6000000.0,1486229.0,0.0,1319660.0,1802760.0,A,78.8,0.0,104.0,115.0,0.0,0.0,5.75,1319660.0,901380.0,0.3,0.22,0.233,0.172,0.316,0.139
1298,2350.0,3.0,137891.0,3000000.0,26811.0,0.0,106000.0,0.0,A,100.0,0.0,41.4,10.1,0.0,0.0,5.0,106000.0,0.0,0.0,0.0353,0.0169,0.027000000000000003,0.243,0.48100000000000004
1299,2352.0,2.0,157726.0,10000000.0,149050.0,0.0,64360.0,0.0,A,100.0,0.0,74.9,33.3,0.0,0.0,2.83,64360.0,0.0,0.0,0.00644,0.08900000000000001,0.5920000000000001,0.0947,0.162
1301,2354.0,2.0,10781395.0,80000000.0,4194000.0,0.0,1458074.0,1190002.0,A,100.0,0.0,138.0,111.0,0.0,0.0,5.75,1458074.0,595001.0,0.0149,0.0182,0.0125,0.0553,0.134,0.14300000000000002
1302,2355.0,2.0,3051160.0,6000000.0,3053702.0,0.0,2318990.0,3176849.0,A,43.6,0.0,44.5,82.0,0.0,0.0,6.67,2318990.0,1588425.0,0.529,0.386,0.129,0.0,0.255,0.28
1303,2356.0,3.0,482864.0,40000000.0,450000.0,0.0,500000.0,36902.0,A,0.0,0.0,75.0,98.3,0.0,0.0,2.58,500000.0,12301.0,0.000923,0.0125,0.0035299999999999997,0.0417,0.0029,0.046
1305,2358.0,3.0,1748701.0,72000000.0,1358825.0,0.0,446920.0,1298311.0,A,100.0,0.0,158.0,353.0,0.0,0.0,10.4,446920.0,432770.0,0.018000000000000002,0.00621,0.0,0.00185,0.0628,0.142
1308,2362.0,2.0,2587708.0,6000000.0,1211782.0,0.0,1858455.0,0.0,A,104.0,0.0,161.0,104.0,0.0,0.0,9.33,1858455.0,0.0,0.0,0.31,0.154,0.294,0.23199999999999998,0.302
1309,2364.0,3.0,16675853.0,20000000.0,11770055.0,0.0,4149063.0,0.0,A,100.0,0.0,100.0,133.0,0.0,0.0,1.92,4149063.0,0.0,0.0,0.207,0.5479999999999999,0.5379999999999999,0.657,0.731
1311,2370.0,2.0,8662314.0,8000000.0,8629519.0,0.0,1264700.0,8664334.0,A,16.3,9.29,16.9,8.06,0.0,0.0,1.0,1264700.0,4332167.0,1.08,0.158,0.158,0.15,1.03,0.972
1313,2372.0,2.0,8570371.0,8000000.0,8581752.0,0.0,100000.0,0.0,A,100.0,9.09,141.0,100.0,0.0,0.0,1.75,100000.0,0.0,0.0,0.0125,0.77,1.02,1.02,0.828
1314,2373.0,2.0,4956816.0,5000000.0,4328724.0,0.0,399400.0,4946176.0,A,11.9,0.0,11.9,13.0,0.0,0.0,3.58,399400.0,2473088.0,0.9890000000000001,0.0799,0.126,0.0858,0.9009999999999999,0.5579999999999999
1315,2377.0,2.0,7439373.0,19000000.0,1491339.0,0.0,938180.0,0.0,A,99.3,0.0,77.5,70.1,0.0,0.0,13.1,938180.0,0.0,0.0,0.0494,0.22699999999999998,0.33299999999999996,0.479,0.721
1316,2378.0,2.0,1250764.0,24000000.0,239139.0,0.0,758900.0,0.0,A,100.0,0.0,75.0,100.0,0.0,0.0,11.9,758900.0,0.0,0.0,0.0316,0.0233,0.006,0.0291,0.0154
1318,2380.0,2.0,12865072.0,13000000.0,7165141.0,0.0,1069331.0,12294884.0,A,18.4,2.14,20.2,23.3,0.0,0.0,3.75,1069331.0,6147442.0,0.946,0.0823,0.0865,0.39399999999999996,0.937,0.9079999999999999
1319,2381.0,2.0,4884155.0,40000000.0,4092987.0,0.0,119000.0,3183334.0,A,56.0,0.0,33.2,37.6,0.0,0.0,1.0,119000.0,1591667.0,0.0796,0.00298,0.0239,0.0305,0.171,0.20600000000000002
1320,2383.0,2.0,2089129.0,17000000.0,2047655.0,0.0,943070.0,1974422.0,A,0.0,0.0,50.0,0.0,0.0,0.0,11.4,943070.0,987211.0,0.11599999999999999,0.0555,0.11900000000000001,0.163,0.267,0.628
1321,2385.0,6.0,40251125.0,100000000.0,5366000.0,0.0,21568052.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,12.0,21568052.0,0.0,0.0,0.21600000000000003,0.23399999999999999,0.205,0.41,0.946
1322,2387.0,3.0,23530742.0,23000000.0,23182107.0,0.0,1815725.0,23160364.0,A,19.1,6.09,19.4,18.0,0.0,0.0,14.2,1815725.0,7720121.0,1.01,0.0789,0.16,0.28800000000000003,0.9540000000000001,0.542
1325,2393.0,2.0,5159535.0,5000000.0,5014092.0,0.0,864967.0,4840790.0,A,29.6,3.06,21.1,20.4,0.0,0.0,4.67,864967.0,2420395.0,0.968,0.17300000000000001,0.157,0.0036799999999999997,0.895,0.978
1328,2402.0,2.0,3001521.0,3000000.0,2490839.0,1200000.0,544300.0,2967425.0,A,10.1,0.0,7.73,4.81,0.0,0.0,5.92,1744300.0,1483713.0,0.9890000000000001,0.581,0.0947,0.159,0.9390000000000001,0.905
1329,2403.0,3.0,550049.0,40000000.0,585040.0,0.0,495000.0,553845.0,A,100.0,0.0,57.6,33.3,0.0,0.0,2.58,495000.0,184615.0,0.0138,0.0124,0.00722,0.0128,0.0105,0.0287
1331,2405.0,5.0,373650.0,7000000.0,210800.0,0.0,124000.0,0.0,A,100.0,0.0,75.0,47.2,0.0,0.0,17.3,124000.0,0.0,0.0,0.0177,0.0278,0.0653,0.132,0.395
1332,2407.0,2.0,4342027.0,5000000.0,1136807.0,0.0,4064660.0,0.0,A,200.0,0.0,168.0,114.0,0.0,0.0,0.917,4064660.0,0.0,0.0,0.813,1.18,0.985,0.728,1.19
1333,2410.0,2.0,10145558.0,40000000.0,9405838.0,0.0,9312110.0,9925022.0,A,0.0,0.0,49.9,100.0,0.0,0.0,1.75,9312110.0,4962511.0,0.248,0.233,0.0575,0.0072,0.0661,0.0217
1334,2413.0,3.0,2115600.0,55000000.0,1390068.0,0.0,682870.0,0.0,A,100.0,0.0,74.9,337.0,0.0,0.0,13.2,682870.0,0.0,0.0,0.0124,0.0151,0.0374,0.0189,0.0341
1335,2414.0,2.0,4415190.0,55000000.0,3760859.0,0.0,2097849.0,0.0,A,100.0,0.0,101.0,100.0,0.0,0.0,26.8,2097849.0,0.0,0.0,0.0381,0.0478,0.127,0.0941,0.0731
1336,2415.0,2.0,4196652.0,23000000.0,2529504.0,0.0,131000.0,3601657.0,A,99.7,0.0,99.8,87.0,0.0,0.0,9.17,131000.0,1800829.0,0.157,0.0057,0.0336,0.00632,0.177,0.0966
1339,2420.0,3.0,309000.0,55000000.0,316210.0,0.0,200000.0,0.0,A,115.0,0.0,100.0,150.0,0.0,0.0,28.2,200000.0,0.0,0.0,0.0036299999999999995,0.048,0.111,0.0377,0.0792
1341,2428.0,7.0,15970700.0,55000000.0,4432869.0,0.0,4677184.0,0.0,A,160.0,0.0,100.0,100.0,0.0,0.0,12.0,4677184.0,0.0,0.0,0.085,0.10300000000000001,0.113,0.27399999999999997,0.251
1342,2429.0,2.0,4119194.0,4000000.0,3639491.0,350000.0,875334.0,4120778.0,A,10.1,3.74,75.0,100.0,0.0,0.0,1.92,1225334.0,2060389.0,1.03,0.306,0.418,0.251,0.845,0.66
1343,2430.0,3.0,73899475.0,76000000.0,65401272.0,0.0,4868758.0,65688530.0,A,0.0,7.96,9.38,10.9,0.0,0.0,9.83,4868758.0,21896177.0,0.8640000000000001,0.0641,0.0568,0.124,0.7979999999999999,0.603
1344,2431.0,2.0,3978147.0,124000000.0,1874183.0,0.0,1675211.0,0.0,A,99.9,0.0,97.9,99.9,0.0,0.0,6.0,1675211.0,0.0,0.0,0.0135,0.0936,0.131,0.033,0.10800000000000001
1345,2434.0,2.0,7372991.0,20000000.0,6871388.0,0.0,2942290.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,2.25,2942290.0,0.0,0.0,0.147,0.14300000000000002,0.0323,0.24,0.0812
1347,2437.0,3.0,6440630.0,6000000.0,5014871.0,0.0,724170.0,6416864.0,A,25.7,6.75,32.7,50.0,0.0,0.0,12.8,724170.0,2138955.0,1.07,0.121,0.272,0.379,0.975,0.5670000000000001
1349,2439.0,2.0,12650000.0,20000000.0,8153755.0,0.0,1500000.0,10138998.0,A,8.64,0.0,16.2,19.0,0.0,0.0,3.92,1500000.0,5069499.0,0.507,0.075,0.0693,0.122,0.627,0.635
1353,2448.0,3.0,18552176.0,34000000.0,3630422.0,0.0,220500.0,6331042.0,A,99.9,0.0,92.0,99.9,0.0,0.0,16.0,220500.0,2110347.0,0.18600000000000003,0.006490000000000001,0.153,0.605,0.604,0.462
1354,2452.0,2.0,4346095.0,7000000.0,2014521.0,0.0,530400.0,2010618.0,A,23.7,0.0,59.3,37.1,0.0,0.0,13.4,530400.0,1005309.0,0.287,0.0758,0.0589,0.0714,0.585,0.677
1355,2454.0,2.0,4210478.0,5000000.0,2561839.0,0.0,436216.0,2747165.0,A,19.3,0.0,53.3,54.8,0.0,0.0,1.42,436216.0,1373583.0,0.5489999999999999,0.0872,0.105,0.0966,0.7040000000000001,0.652
1358,2460.0,2.0,3932695.0,18000000.0,575604.0,0.0,283294.0,2000000.0,A,100.0,0.0,63.8,73.5,0.0,0.0,1.75,283294.0,1000000.0,0.111,0.0157,0.0408,0.0959,0.26899999999999996,0.42100000000000004
1359,2466.0,2.0,8364918.0,28000000.0,4091486.0,0.0,6121735.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,9.17,6121735.0,0.0,0.0,0.21899999999999997,0.33799999999999997,0.423,0.41600000000000004,0.361
1361,2468.0,2.0,13440141.0,15000000.0,5124648.0,0.0,9986000.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,4.5,9986000.0,0.0,0.0,0.6659999999999999,0.41600000000000004,0.426,0.382,0.47100000000000003
1362,2469.0,2.0,917702.0,8000000.0,738000.0,0.0,366713.0,0.0,A,100.0,0.0,106.0,100.0,0.0,0.0,5.92,366713.0,0.0,0.0,0.0458,0.15,0.162,0.0449,0.135
1365,2479.0,2.0,3644245.0,5000000.0,3655154.0,0.0,12000.0,3675535.0,A,10.6,0.0,11.1,41.2,0.0,0.0,8.58,12000.0,1837768.0,0.735,0.0024,0.0874,0.212,0.677,0.428
1366,2480.0,3.0,3290569.0,7000000.0,1009521.0,0.0,442778.0,1149477.0,A,100.0,0.0,75.0,100.0,0.0,0.0,5.83,442778.0,383159.0,0.16399999999999998,0.0633,0.102,0.11900000000000001,0.46799999999999997,0.525
1367,2482.0,2.0,2844195.0,3000000.0,2761354.0,0.0,11007.0,2768396.0,A,0.0,0.0,12.8,70.0,0.0,0.0,0.833,11007.0,1384198.0,0.9229999999999999,0.00367,0.0461,0.41,0.905,0.9440000000000001
1368,2483.0,2.0,5774855.0,5000000.0,4125626.0,0.0,1462713.0,5788271.0,A,33.2,14.9,92.0,78.6,0.0,1.0,5.75,1462713.0,2894136.0,1.16,0.293,0.48,0.531,0.9420000000000001,0.8079999999999999
1369,2486.0,3.0,3832491.0,6000000.0,291752.0,0.0,3697346.0,0.0,A,0.0,0.0,25.0,0.0,0.0,0.0,5.75,3697346.0,0.0,0.0,0.616,0.21899999999999997,0.0,0.24,0.0
1371,2492.0,2.0,1915970.0,13000000.0,1115838.0,0.0,829248.0,1103065.0,A,152.0,0.0,88.0,86.6,0.0,0.0,6.0,829248.0,551533.0,0.0849,0.0638,0.0131,0.0436,0.767,1.07
1372,2493.0,3.0,576936.0,21000000.0,605864.0,0.0,2435.0,605012.0,A,0.0,0.0,35.4,33.3,0.0,0.0,9.25,2435.0,201671.0,0.0288,0.00011599999999999999,0.0036899999999999997,0.0476,0.0807,0.19899999999999998
1373,2494.0,2.0,6101033.0,6000000.0,6061889.0,0.0,24000.0,6176953.0,A,0.0,2.64,4.23,9.96,0.0,0.0,0.75,24000.0,3088477.0,1.03,0.004,0.0574,0.0738,1.03,1.0
1374,2495.0,2.0,2414696.0,10000000.0,1848150.0,0.0,1226580.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,2.83,1226580.0,0.0,0.0,0.12300000000000001,0.156,0.24,0.15,0.175
1375,2496.0,2.0,8128252.0,40000000.0,6412241.0,0.0,4074400.0,0.0,A,99.8,0.0,99.9,99.9,0.0,0.0,5.67,4074400.0,0.0,0.0,0.102,0.106,0.0251,0.096,0.0173
1376,2498.0,2.0,9106079.0,10000000.0,377680.0,0.0,4911039.0,5934409.0,A,99.8,0.0,99.9,100.0,0.0,0.0,2.17,4911039.0,2967205.0,0.593,0.491,0.247,0.285,0.723,0.644
1378,2500.0,3.0,9209434.0,8000000.0,7758210.0,0.0,466160.0,9252639.0,A,16.1,15.1,19.2,21.9,0.0,0.0,4.5,466160.0,3084213.0,1.16,0.0583,0.136,0.28600000000000003,1.04,1.09
1379,2501.0,5.0,84479881.0,82000000.0,78000000.0,0.0,12695380.0,81000000.0,A,173.0,3.02,136.0,100.0,0.0,0.0,6.92,12695380.0,16202932.0,0.988,0.155,0.675,0.617,0.856,0.33899999999999997
1380,2502.0,2.0,2280466.0,5000000.0,1888780.0,0.0,470684.0,1943132.0,A,100.0,0.0,110.0,99.0,0.0,0.0,3.25,470684.0,971566.0,0.389,0.0941,0.24600000000000002,0.42700000000000005,0.64,0.604
1381,2503.0,2.0,3483170.0,5000000.0,1652900.0,0.0,1557000.0,3110103.0,A,100.0,0.0,143.0,97.9,0.0,0.0,3.5,1557000.0,1555052.0,0.622,0.311,0.428,0.652,0.6629999999999999,0.688
1383,2505.0,2.0,9313828.0,8000000.0,9314475.0,0.0,611000.0,9272717.0,A,0.0,16.0,14.4,15.8,0.0,0.0,2.08,611000.0,4636359.0,1.16,0.0764,0.10800000000000001,0.12300000000000001,1.06,0.862
1384,2507.0,3.0,5467988.0,57000000.0,1068415.0,0.0,536361.0,0.0,A,100.0,0.0,30.3,210.0,0.0,0.0,14.8,536361.0,0.0,0.0,0.00941,0.0374,0.0554,0.12300000000000001,0.0555
1385,2510.0,2.0,6257506.0,10000000.0,4366274.0,0.0,157900.0,5219204.0,A,37.6,0.0,27.0,37.5,0.0,0.0,0.833,157900.0,2609602.0,0.522,0.0158,0.0507,0.0758,0.628,0.696
1386,2512.0,2.0,1124563.0,10000000.0,135000.0,0.0,500000.0,1862891.0,A,100.0,0.0,100.0,93.1,0.0,0.0,4.33,500000.0,931446.0,0.18600000000000003,0.05,0.0907,0.0444,0.14800000000000002,0.21600000000000003
1388,2516.0,2.0,231603.0,10000000.0,187973.0,0.0,744.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.75,744.0,0.0,0.0,7.44e-05,0.0,0.0,0.00425,0.002
1391,2519.0,2.0,9574549.0,8000000.0,9382533.0,0.0,252998.0,0.0,A,100.0,14.8,49.2,24.9,0.0,0.0,3.0,252998.0,0.0,0.0,0.0316,0.312,0.07200000000000001,0.7040000000000001,0.44299999999999995
1392,2521.0,2.0,211690.0,7000000.0,118102.0,0.0,108950.0,165107.0,A,100.0,0.0,100.0,100.0,0.0,0.0,2.42,108950.0,82554.0,0.0236,0.0156,0.0205,0.0189,0.00996,0.0445
1395,2524.0,5.0,17005610.0,15000000.0,7796650.0,2000000.0,7000000.0,10113019.0,A,10.0,14.1,53.0,40.8,0.0,0.0,10.8,9000000.0,2022604.0,0.674,0.6,0.244,0.0,0.451,0.27
1396,2528.0,2.0,5809356.0,6000000.0,1119514.0,0.0,3050480.0,5903340.0,A,99.4,0.0,63.3,49.1,0.0,0.0,2.08,3050480.0,2951670.0,0.9840000000000001,0.508,0.0888,0.306,0.755,0.688
1397,2529.0,2.0,2082521.0,6000000.0,835848.0,0.0,278623.0,1461094.0,A,100.0,0.0,113.0,100.0,0.0,0.0,6.25,278623.0,730547.0,0.244,0.0464,0.258,0.41600000000000004,0.5329999999999999,0.519
1398,2530.0,2.0,1221090.0,80000000.0,121635.0,0.0,986500.0,1217929.0,A,100.0,0.0,100.0,100.0,0.0,0.0,5.58,986500.0,608965.0,0.0152,0.0123,0.0122,0.00938,0.00687,0.008879999999999999
1399,2532.0,5.0,181233681.0,215000000.0,45479233.0,0.0,81802796.0,62775844.0,A,72.6,0.0,106.0,100.0,0.0,0.0,15.5,81802796.0,12555169.0,0.292,0.38,0.319,0.222,0.7190000000000001,0.516
1400,2534.0,3.0,5364099.0,4000000.0,5136558.0,300000.0,229400.0,5361730.0,A,12.7,31.3,15.1,38.5,0.0,0.0,8.17,529400.0,1787243.0,1.34,0.132,0.0752,0.369,1.29,1.43
1401,2536.0,7.0,46146214.0,54000000.0,44000000.0,0.0,4784482.0,43079505.0,A,12.1,0.0,77.5,100.0,0.0,0.0,22.0,4784482.0,6154215.0,0.7979999999999999,0.0886,0.131,0.205,0.594,0.313
1403,2539.0,3.0,54078227.0,52000000.0,52145313.0,0.0,8270810.0,54213589.0,A,18.9,11.1,16.6,24.8,0.0,0.0,5.33,8270810.0,18071196.0,1.04,0.159,0.0637,0.0618,0.868,0.884
1405,2541.0,12.0,77697852.0,85000000.0,59342227.0,0.0,48784970.0,0.0,A,100.0,0.0,145.0,112.0,0.0,0.0,15.2,48784970.0,0.0,0.0,0.574,0.821,0.293,0.809,0.327
1407,2543.0,2.0,8106610.0,7000000.0,7642722.0,0.0,1480000.0,8590589.0,A,10.0,15.9,23.0,39.6,0.0,0.0,9.58,1480000.0,4295295.0,1.23,0.21100000000000002,0.2,0.301,0.88,0.862
1410,2546.0,2.0,7680264.0,11000000.0,87899.0,0.0,849385.0,0.0,A,100.0,0.0,90.0,51.9,0.0,0.0,7.5,849385.0,0.0,0.0,0.0772,0.17300000000000001,0.0377,0.544,0.152
1412,2552.0,3.0,88175527.0,91000000.0,10000000.0,0.0,7977663.0,70516657.0,A,100.0,0.0,100.0,103.0,0.0,0.0,9.75,7977663.0,23505552.0,0.775,0.0877,0.242,0.335,1.06,1.32
1413,2553.0,2.0,4359047.0,4000000.0,2520729.0,0.0,17685.0,3934440.0,A,22.3,8.97,27.9,26.7,0.0,0.0,0.75,17685.0,1967220.0,0.9840000000000001,0.00442,0.0649,0.41700000000000004,1.21,0.807
1415,2556.0,2.0,9224007.0,9000000.0,3709007.0,880000.0,663470.0,3000000.0,A,62.9,2.44,81.8,100.0,0.0,0.0,2.0,1543470.0,1500000.0,0.33299999999999996,0.171,0.456,0.457,0.985,0.997
1416,2558.0,2.0,420240.0,29000000.0,322733.0,0.0,89000.0,0.0,A,0.0,0.0,72.5,129.0,0.0,0.0,10.1,89000.0,0.0,0.0,0.00307,0.0,0.000317,0.0138,0.0294
1418,2560.0,3.0,33225039.0,30000000.0,20554532.0,0.0,10069405.0,31827485.0,A,100.0,12.2,105.0,100.0,0.0,0.0,5.92,10069405.0,10609162.0,1.06,0.336,0.389,0.285,0.951,0.937
1419,2565.0,5.0,17650302.0,21000000.0,4331964.0,0.0,11747215.0,12059414.0,A,100.0,0.0,100.0,100.0,0.0,0.0,6.25,11747215.0,2411883.0,0.574,0.5589999999999999,0.361,0.00642,0.36,0.0167
1421,2570.0,4.0,6776387.0,6000000.0,6454198.0,0.0,714000.0,6828805.0,A,30.7,13.7,33.6,75.5,0.0,0.0,21.0,714000.0,1707201.0,1.14,0.11900000000000001,0.358,0.695,1.03,0.8420000000000001
1422,2571.0,3.0,26222534.0,27000000.0,20837312.0,0.0,7443835.0,25447183.0,A,46.6,2.82,38.7,100.0,0.0,0.0,6.75,7443835.0,8482394.0,0.9420000000000001,0.276,0.302,0.11699999999999999,0.546,0.0771
1423,2572.0,2.0,3991587.0,5000000.0,2383063.0,0.0,1497575.0,4017197.0,A,100.0,0.0,80.1,100.0,0.0,0.0,4.75,1497575.0,2008599.0,0.8029999999999999,0.3,0.397,0.544,0.772,0.7659999999999999
1424,2573.0,2.0,3068983.0,23000000.0,1501713.0,0.0,1758278.0,736974.0,A,100.0,0.0,100.0,100.0,0.0,0.0,8.17,1758278.0,368487.0,0.032,0.0764,0.0552,0.0702,0.0869,0.0676
1427,2583.0,3.0,6954948.0,9000000.0,6731500.0,0.0,31565.0,6927660.0,A,11.5,0.0,12.1,13.9,0.0,0.0,8.83,31565.0,2309220.0,0.77,0.00351,0.0554,0.23800000000000002,0.757,0.654
1428,2586.0,3.0,13656326.0,48000000.0,1603914.0,0.0,12888992.0,0.0,A,81.8,0.0,73.1,45.4,0.0,0.0,12.6,12888992.0,0.0,0.0,0.26899999999999996,0.0563,0.004520000000000001,0.142,0.0461
1429,2587.0,2.0,2650663.0,3000000.0,303984.0,0.0,11604.0,1613188.0,A,100.0,0.0,100.0,73.3,0.0,0.0,2.83,11604.0,806594.0,0.5379999999999999,0.00387,0.40399999999999997,0.0,0.7040000000000001,0.000333
1431,2590.0,2.0,1098470.0,5000000.0,1066075.0,0.0,291600.0,106884.0,A,0.0,0.0,71.7,234.0,0.0,0.0,0.75,291600.0,53442.0,0.0214,0.0583,0.0856,0.0507,0.22899999999999998,0.45
1432,2591.0,2.0,5676011.0,5000000.0,4607553.0,0.0,143450.0,5691653.0,A,6.7,13.7,15.4,40.2,0.0,0.0,1.42,143450.0,2845827.0,1.14,0.0287,0.0984,0.19899999999999998,1.13,1.02
1433,2592.0,2.0,15773049.0,95000000.0,7479917.0,0.0,4664795.0,0.0,A,100.0,0.0,74.9,66.7,0.0,0.0,5.92,4664795.0,0.0,0.0,0.0491,0.0657,0.0312,0.0996,0.0704
1434,2595.0,2.0,26530.0,7000000.0,22684.0,0.0,235.0,38737.0,A,0.0,0.0,46.3,29.1,0.0,1.0,5.0,235.0,19369.0,0.005529999999999999,3.3600000000000004e-05,8.93e-06,0.0,0.00836,0.233
